id;medio;ola;anexo;poblado;bienestar;corona;edad;sexo;origen;estado.civil;religion;jefehogar;vinculo.jefe;educ;educ.hoy;educ.hoy.tipo;personas.hogar;joven.estudiando.hogar;tiempo.escuela;tiempo.salud;trabaja.fuera.hogar;tiempo.trabajo;agua.potable;electricidad;internet.fijo;empleo;empleado.act.agropecuarias;empleado.no.agropecuario;cp.act.agropecuaria;cp.act.no.agropecuaria;jornalero;patron.agrop;patron.no.agrop;empl.domestico;empl.gob;empl.principal;pago.justo;lab.no.remuneradas;act.no.remuneradas;vivir.bien;juventud.aporta;educ.formal.trabajo;condiciones.prod.agricola;trabajo.infantil;empleo.calidad;capacidades.humanas;nuevos.empleos;acceso.tecnologia;preocupacion.alimentos;alimentacion.saludable;comido.menos;querer.estudiar;educacion.sirve;acceso.educacion;vida.saludable;acceso.salud;salud.mental;acceso.transporte;caminos;vivienda.apropiada;acceso.internet;cobertura.internet;sistema.salud;decisiones.economicas;labores.hogar;comunidad.valora;mujeres.violencia;mujer.trabaja;mismo.trabajo;salud.reproductiva;mismas.oportunidades;igual.salario;servicios.salud;transporte;act.comunitarias;trato.trabajo;trato.fam;caminar.solo;apoyo.comunidad;tiempo.familia;visiones;espacios.abiertos;juventud.participa;juventud.surge;municipios.trabajan;instituciones.presentes;comunicacion.autoridades;empresa.aporta.bienestar;estado.dialogante;empresa.dialogante;soluciones.colectivas;confianza.familia;confianza.municipalidad;confianza.gobernadores;confianza.jueces;confianza.policia;confianza.vecinos;confianza.com.campesinas;confianza.empresa;participa.org.local;org.local;valoran.formas.vida;intercambian.saberes;recursos.distribuyen.equitativa;politicas.reconocen.comunidades;condicion.bosques;condicion.tierra;condicion.rios;condicion.aire;condicion.mar;prod.respeta.ambiente;prod.adecuada.salud;tiempo.descanso;espacios.recreativos;disfrutan.naturaleza;preocupacion.mediambiente
457;Presencial;Base;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Mucho;51;Mujer;Mestizo/a;Viudo/a;NA;Si;;Primaria;No;;2;No;;00:20:00.000-05:00;No;;Si;Si;No;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Usted;De muchas tareas;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Regular;Regular;Malo;Bueno;Bueno;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Confia mucho;Confia poco;No confia ni mucho ni poco;Confia poco;No confia;Confia;No confia ni mucho ni poco;Confia poco;No;;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Mala;Regular;Regular;Regular;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
458;Presencial;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Mucho;25;Mujer;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;No;;2;No;;00:20:00.000-05:00;Si;00:15:00.000-05:00;Si;Si;No;Si;0;0;0;0;0;0;0;0;1;Empleado/a del Gobierno;De acuerdo;No;NA;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Otra mujer dentro del hogar;De algunas tareas;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Malo;Regular;Regular;Bueno;Muy bueno;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;Confia poco;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia poco;Confia;No confia ni mucho ni poco;Confia poco;No;;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Regular;Buena;Regular;Regular;Regular;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo
459;Presencial;Base;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Mucho;51;Mujer;Mestizo/a;Soltero/a;NA;Si;;Primaria;No;;4;Si;00:10:00.000-05:00;00:20:00.000-05:00;Si;00:05:00.000-05:00;Si;Si;No;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;De acuerdo;No;NA;De acuerdo;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;No;No;No;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Usted;De muchas tareas;De acuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;Malo;Bueno;Regular;Bueno;Muy bueno;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Confia mucho;Confia poco;Confia poco;No confia ni mucho ni poco;Confia poco;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia poco;No;;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Regular;Buena;Regular;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo
460;telefonico;Ola 1;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Mucho;47;Hombre;Mestizo/a;Casado/a;NA;Si;;Secundaria;No;;5;Si;00:10:00.000-05:00;00:20:00.000-05:00;Si;00:30:00.000-05:00;Si;Si;No;Si;0;0;0;0;0;0;0;0;1;Empleado/a del Gobierno;De acuerdo;No;NA;De acuerdo;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Usted;De algunas tareas;Muy de acuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;En desacuerdo;Malo;Regular;Regular;Bueno;Bueno;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Confia mucho;Confia poco;Confia poco;No confia ni mucho ni poco;Confia poco;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia poco;No;;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Regular;Buena;Regular;Ni de acuerdo ni en desacuerdo;De acuerdo;;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
461;Presencial;Ola 1;;Pueblo Nuevo de Colan;Regular;Mucho;23;Mujer;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;Si;Educacion inicial;5;Si;;;No;;Si;Si;No;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Otro hombre dentro del hogar;De algunas tareas;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;Malo;Regular;Regular;Regular;Bueno;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;Confia poco;Confia poco;No confia ni mucho ni poco;Confia poco;Confia;No confia ni mucho ni poco;No confia;No;;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Regular;Buena;Regular;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo
462;telefonico;Ola 1;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Buena;Mucho;42;Hombre;Mestizo/a;Union libre;NA;Si;;Secundaria;No;;5;Si;00:15:00.000-05:00;00:30:00.000-05:00;Si;00:20:00.000-05:00;Si;Si;Si;Si;0;0;0;0;0;0;0;0;1;Empleado/a del Gobierno;De acuerdo;No;NA;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Usted;De algunas tareas;De acuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Malo;Regular;Regular;Regular;Bueno;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Confia mucho;Confia poco;Confia poco;Confia poco;No confia;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia poco;No;;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Regular;Regular;Regular;Regular;Regular;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;En desacuerdo
463;telefonico;Ola 1;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Buena;Mucho;40;Mujer;Mestizo/a;Union libre;NA;No;Conyuge o pareja;Secundaria;No;;5;Si;00:15:00.000-05:00;00:25:00.000-05:00;Si;00:30:00.000-05:00;Si;Si;No;Si;0;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades no agropecuarias;De acuerdo;No;NA;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;Si;No;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Otro hombre dentro del hogar;De muchas tareas;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Muy malo;Regular;Regular;Bueno;Muy bueno;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Confia mucho;Confia poco;Confia poco;Confia;Confia poco;Confia;Confia poco;No confia;No;;De acuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Regular;Regular;Regular;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
464;Presencial;Ola 1;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Buena;Demasiado;19;Hombre;Mestizo/a;Soltero/a;NA;No;Hijo/a;Secundaria;No;;13;Si;00:20:00.000-05:00;00:30:00.000-05:00;No;;Si;Si;No;Si;0;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades no agropecuarias;Ni de acuerdo ni en desacuerdo;No;NA;En desacuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Otra mujer dentro del hogar;De algunas tareas;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Regular;Bueno;Bueno;Regular;Muy bueno;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Confia;No confia;No confia;No confia;No confia;No confia;No confia;No confia;No;;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Mala;Buena;Mala;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo
465;Presencial;Ola 1;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Mucho;68;Mujer;Mestizo/a;Viudo/a;NA;Si;;Sin educacion formal;No;;2;No;;00:30:00.000-05:00;No;;Si;Si;No;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;Si;Si;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Otra mujer dentro del hogar;De algunas tareas;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Malo;Regular;Malo;Malo;Muy bueno;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Confia mucho;No confia ni mucho ni poco;Confia poco;Confia;Confia poco;Confia;Confia poco;Confia poco;No;;Muy de acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Buena;Buena;Buena;Buena;Buena;De acuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
466;Presencial;Ola 2;Vichayal;Vichayal;Regular;Ni mucho ni poco;30;Mujer;Mestizo/a;Union libre;NA;No;Conyuge o pareja;Secundaria;No;;4;Si;00:08:00.000-05:00;00:05:00.000-05:00;No;;Si;Si;No;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;Si;No;Si;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De manera compartida;De todas las tareas;En desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Bueno;Bueno;Bueno;NS/NR;Bueno;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Confia mucho;No confia;No confia;No confia;Confia poco;Confia;Confia;No confia;Si;Qaliwarma (colegio de su hijo) ;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Mala;Buena;Mala;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo
467;Presencial;Ola 2;Vichayal;Vichayal;Buena;Ni mucho ni poco;28;Mujer;Mestizo/a;Soltero/a;NA;No;Hijo/a;Secundaria;No;;3;No;;00:10:00.000-05:00;Si;00:45:00.000-05:00;Si;Si;No;Si;1;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades agropecuarias;En desacuerdo;No;NA;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De manera compartida;De muchas tareas;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Regular;Bueno;Bueno;Regular;Bueno;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Confia mucho;Confia poco;Confia poco;Confia poco;Confia poco;Confia;Confia;No confia;No;;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Regular;Mala;Mala;Buena;Mala;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
468;Presencial;Ola 2;Vichayal;Vichayal;Buena;Ni mucho ni poco;25;Hombre;Mestizo/a;Casado/a;NA;Si;;Profesional o tecnico;No;;3;No;;00:05:00.000-05:00;Si;00:45:00.000-05:00;Si;Si;No;Si;1;0;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades agropecuarias;En desacuerdo;No;NA;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De manera compartida;De algunas tareas;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Regular;Bueno;Bueno;Regular;Bueno;Muy de acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Confia mucho;No confia;No confia;No confia;Confia poco;Confia;Confia;No confia;No;;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Regular;Regular;Regular;Buena;Regular;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
469;Presencial;Ola 2;Vichayal;Vichayal;Regular;Mucho;19;Hombre;Mestizo/a;Soltero/a;NA;No;Hijo/a;Secundaria;No;;6;Si;00:05:00.000-05:00;00:05:00.000-05:00;Si;00:03:00.000-05:00;Si;Si;No;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;En desacuerdo;No;NA;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;Si;No;No;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Otro hombre dentro del hogar;De algunas tareas;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;NS/NR;De acuerdo;De acuerdo;Regular;Bueno;Bueno;Bueno;Bueno;Muy de acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Confia;No confia;No confia;No confia;No confia;Confia;No confia ni mucho ni poco;No confia;No;;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Buena;Buena;Buena;Buena;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
470;Presencial;Ola 2;Vichayal;Vichayal;Buena;Ni mucho ni poco;23;Mujer;Mestizo/a;Soltero/a;NA;No;Hijo/a;Secundaria;No;;5;No;;00:10:00.000-05:00;Si;00:40:00.000-05:00;Si;Si;No;Si;1;0;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades agropecuarias;En desacuerdo;No;NA;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;Si;No;No;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Otra mujer dentro del hogar;De muchas tareas;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Regular;Bueno;Bueno;Regular;Bueno;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Confia mucho;No confia;No confia;No confia;Confia poco;Confia;No confia ni mucho ni poco;No confia;No;;En desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Buena;Mala;Mala;Buena;Mala;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
